Monito Expense Manager,,,,
Version 8.3,,,,
Created on 13/07/2026,,,,
,,,,
Date,Category type,Category name,Note,Amount
01/06/2025,Expense,Entertainment,Swiggy,396
31/05/2025,Expense,Shopping,Amazon,1052
02/06/2025,Expense,Travel,Electricity board,3016
04/06/2025,Expense,Others,Amazon,1512
06/06/2025,Expense,Clothing,Uber,1771
06/06/2025,Expense,Home,Electricity board,1268
07/06/2025,Expense,Rent,BigBasket,682
08/06/2025,Expense,Shopping,Ola,510
09/06/2025,Expense,Food,,917
12/06/2025,Expense,Travel,Local vendor,2804
12/06/2025,Expense,Rent,Amazon,260
15/06/2025,Expense,Entertainment,Flipkart,1124
17/06/2025,Income,Refund,,69763
16/06/2025,Expense,Others,Swiggy,2401
19/06/2025,Expense,Travel,Local vendor,149
20/06/2025,Expense,Entertainment,,994
22/06/2025,Expense,Entertainment,Swiggy,733
21/06/2025,Expense,Rent,Uber,2521
23/06/2025,Expense,Entertainment,Uber,132
25/06/2025,Expense,Travel,Local vendor,2125
26/06/2025,Expense,Groceries,Electricity board,2815
28/06/2025,Expense,Others,,2825
29/06/2025,Expense,Others,Electricity board,219
01/07/2025,Expense,Food,Uber,418
02/07/2025,Expense,Travel,,313
02/07/2025,Expense,Credit card Bill payment,Flipkart,2862
04/07/2025,Expense,Others,BigBasket,3025
07/07/2025,Expense,Groceries,Uber,1906
06/07/2025,Expense,Others,Movie tickets,92
07/07/2025,Expense,Groceries,Ola,2338
09/07/2025,Expense,Rent,Uber,2296
11/07/2025,Expense,Shopping,Electricity board,808
11/07/2025,Expense,Clothing,Flipkart,2839
15/07/2025,Income,Refund,,64716
15/07/2025,Expense,Entertainment,Movie tickets,1323
16/07/2025,Expense,Entertainment,,249
17/07/2025,Expense,Credit card Bill payment,,2807
18/07/2025,Expense,Groceries,Local vendor,1572
20/07/2025,Expense,Groceries,Uber,2156
21/07/2025,Expense,Clothing,Ola,3042
23/07/2025,Expense,Food,,2972
25/07/2025,Expense,Clothing,,1567
26/07/2025,Expense,Groceries,Uber,244
26/07/2025,Expense,Clothing,Movie tickets,1949
27/07/2025,Expense,Food,,2253
29/07/2025,Expense,Shopping,Electricity board,1425
30/07/2025,Expense,Credit card Bill payment,Flipkart,314
03/08/2025,Income,Refund,,38949
02/08/2025,Expense,Credit card Bill payment,Ola,2537
03/08/2025,Expense,Clothing,Flipkart,2311
06/08/2025,Expense,Groceries,Local vendor,2444
08/08/2025,Expense,Shopping,,1453
09/08/2025,Expense,Home,Swiggy,223
11/08/2025,Expense,Home,Amazon,407
11/08/2025,Expense,Home,Movie tickets,231
12/08/2025,Expense,Travel,Ola,1561
15/08/2025,Income,Refund,,47715
14/08/2025,Expense,Clothing,Local vendor,1195
17/08/2025,Expense,Rent,Uber,2359
19/08/2025,Expense,Travel,,1768
18/08/2025,Expense,Entertainment,Swiggy,2110
19/08/2025,Expense,Food,Uber,328
21/08/2025,Expense,Others,Electricity board,598
24/08/2025,Expense,Home,,1937
23/08/2025,Expense,Others,BigBasket,1570
26/08/2025,Expense,Entertainment,Electricity board,2214
26/08/2025,Expense,Travel,Amazon,2366
28/08/2025,Expense,Travel,Movie tickets,672
30/08/2025,Expense,Groceries,Local vendor,135
31/08/2025,Expense,Credit card Bill payment,Flipkart,1681
31/08/2025,Expense,Travel,,987
03/09/2025,Expense,Clothing,Movie tickets,2145
03/09/2025,Expense,Home,Uber,1994
06/09/2025,Expense,Rent,,2279
07/09/2025,Expense,Credit card Bill payment,Amazon,2036
08/09/2025,Expense,Rent,Swiggy,90
10/09/2025,Expense,Others,Flipkart,860
12/09/2025,Expense,Others,Amazon,2587
13/09/2025,Expense,Food,Swiggy,713
12/09/2025,Expense,Clothing,Amazon,282
15/09/2025,Income,Refund,,57648
16/09/2025,Expense,Clothing,Uber,2886
16/09/2025,Expense,Clothing,Swiggy,1074
18/09/2025,Expense,Groceries,Movie tickets,2028
19/09/2025,Expense,Food,Amazon,815
20/09/2025,Expense,Clothing,,1389
23/09/2025,Expense,Others,Amazon,1033
23/09/2025,Expense,Home,Electricity board,659
24/09/2025,Expense,Others,Swiggy,704
26/09/2025,Expense,Home,,698
28/09/2025,Expense,Rent,Swiggy,138
28/09/2025,Expense,Clothing,Movie tickets,1957
01/10/2025,Expense,Clothing,Swiggy,1419
03/10/2025,Expense,Shopping,Swiggy,2489
02/10/2025,Expense,Shopping,Uber,1327
04/10/2025,Expense,Clothing,Uber,1542
06/10/2025,Expense,Food,,2063
07/10/2025,Expense,Home,,2201
09/10/2025,Expense,Credit card Bill payment,Flipkart,1607
11/10/2025,Expense,Shopping,Electricity board,1598
11/10/2025,Expense,Clothing,Ola,2550
13/10/2025,Expense,Rent,Ola,1182
15/10/2025,Expense,Rent,Swiggy,107
16/10/2025,Expense,Entertainment,Local vendor,704
18/10/2025,Expense,Entertainment,Zomato,2251
19/10/2025,Expense,Travel,,1198
20/10/2025,Expense,Food,Amazon,525
21/10/2025,Expense,Others,Local vendor,2027
21/10/2025,Expense,Groceries,,2750
24/10/2025,Expense,Others,Ola,2564
25/10/2025,Expense,Clothing,,2159
27/10/2025,Expense,Home,Electricity board,663
27/10/2025,Expense,Food,BigBasket,2496
30/10/2025,Expense,Entertainment,Ola,2430
31/10/2025,Expense,Travel,Ola,465
31/10/2025,Expense,Rent,Amazon,1371
01/11/2025,Expense,Credit card Bill payment,Local vendor,1104
03/11/2025,Expense,Clothing,Movie tickets,1370
03/11/2025,Expense,Groceries,Zomato,2575
06/11/2025,Expense,Others,Local vendor,2016
06/11/2025,Expense,Travel,Flipkart,2891
08/11/2025,Expense,Rent,Amazon,1591
09/11/2025,Expense,Travel,Amazon,398
10/11/2025,Expense,Shopping,,736
13/11/2025,Expense,Rent,Movie tickets,1575
13/11/2025,Expense,Others,BigBasket,1295
15/11/2025,Expense,Shopping,Swiggy,970
17/11/2025,Expense,Shopping,,1865
18/11/2025,Expense,Travel,,1843
20/11/2025,Expense,Others,Amazon,523
21/11/2025,Expense,Entertainment,Swiggy,1704
22/11/2025,Expense,Others,BigBasket,3038
23/11/2025,Expense,Travel,,929
24/11/2025,Expense,Home,Uber,830
25/11/2025,Expense,Shopping,Ola,362
26/11/2025,Expense,Home,Zomato,157
29/11/2025,Expense,Rent,Ola,616
01/12/2025,Expense,Credit card Bill payment,BigBasket,1461
01/12/2025,Expense,Travel,,2455
03/12/2025,Expense,Shopping,Ola,2932
04/12/2025,Expense,Travel,Ola,2872
05/12/2025,Expense,Shopping,,56
08/12/2025,Expense,Food,,711
08/12/2025,Expense,Shopping,Swiggy,1226
09/12/2025,Expense,Others,Movie tickets,2585
12/12/2025,Expense,Clothing,BigBasket,1103
12/12/2025,Expense,Credit card Bill payment,Electricity board,2099
13/12/2025,Expense,Entertainment,,2430
15/12/2025,Expense,Entertainment,Swiggy,1163
16/12/2025,Expense,Rent,Zomato,2764
18/12/2025,Expense,Entertainment,,184
18/12/2025,Income,Salary,,40479
19/12/2025,Expense,Home,Swiggy,420
22/12/2025,Expense,Shopping,Zomato,1477
24/12/2025,Expense,Travel,Flipkart,2316
25/12/2025,Expense,Travel,Zomato,274
25/12/2025,Expense,Entertainment,Swiggy,342
27/12/2025,Expense,Rent,Uber,2182
29/12/2025,Expense,Others,Flipkart,2281
30/12/2025,Expense,Shopping,,51
31/12/2025,Expense,Shopping,Electricity board,2326
31/12/2025,Expense,Others,Movie tickets,2802
02/01/2026,Expense,Rent,Electricity board,3037
03/01/2026,Expense,Others,Amazon,494
06/01/2026,Expense,Groceries,Flipkart,1581
07/01/2026,Expense,Rent,Uber,2828
09/01/2026,Expense,Travel,Movie tickets,2600
08/01/2026,Expense,Others,,584
09/01/2026,Expense,Credit card Bill payment,Amazon,1902
11/01/2026,Income,Refund,,30572
14/01/2026,Expense,Credit card Bill payment,Amazon,87
14/01/2026,Expense,Food,Local vendor,2280
17/01/2026,Expense,Home,Electricity board,330
18/01/2026,Expense,Food,Electricity board,1954
18/01/2026,Expense,Credit card Bill payment,Flipkart,1376
19/01/2026,Expense,Entertainment,Zomato,2764
21/01/2026,Expense,Rent,,969
22/01/2026,Expense,Home,Electricity board,2020
23/01/2026,Expense,Groceries,Ola,2210
26/01/2026,Expense,Shopping,Electricity board,816
25/01/2026,Expense,Travel,Local vendor,2490
29/01/2026,Expense,Groceries,BigBasket,1629
29/01/2026,Expense,Rent,Zomato,2303
31/01/2026,Expense,Others,Flipkart,1822
01/02/2026,Expense,Home,Ola,683
03/02/2026,Expense,Food,Swiggy,1339
03/02/2026,Expense,Shopping,Ola,986
06/02/2026,Expense,Groceries,,379
05/02/2026,Expense,Rent,Zomato,1934
07/02/2026,Expense,Groceries,,2814
08/02/2026,Expense,Clothing,Local vendor,572
11/02/2026,Expense,Home,BigBasket,1802
12/02/2026,Expense,Entertainment,Electricity board,2283
13/02/2026,Expense,Food,BigBasket,823
15/02/2026,Expense,Groceries,BigBasket,2777
14/02/2026,Expense,Shopping,,549
16/02/2026,Expense,Credit card Bill payment,Local vendor,2902
19/02/2026,Expense,Entertainment,,1547
20/02/2026,Expense,Credit card Bill payment,Ola,209
21/02/2026,Expense,Travel,,2503
21/02/2026,Expense,Rent,Movie tickets,1140
23/02/2026,Expense,Food,Swiggy,759
24/02/2026,Income,Salary,,43332
26/02/2026,Expense,Credit card Bill payment,Uber,1788
27/02/2026,Expense,Clothing,Uber,859
28/02/2026,Expense,Credit card Bill payment,Amazon,959
02/03/2026,Expense,Others,Electricity board,2727
04/03/2026,Expense,Food,Local vendor,454
04/03/2026,Expense,Home,BigBasket,2716
07/03/2026,Expense,Shopping,Ola,333
07/03/2026,Expense,Travel,Flipkart,2841
08/03/2026,Expense,Others,Local vendor,377
09/03/2026,Expense,Others,Local vendor,2693
12/03/2026,Expense,Others,Ola,2684
14/03/2026,Expense,Food,Zomato,113
14/03/2026,Expense,Groceries,Electricity board,1754
17/03/2026,Expense,Groceries,Amazon,1200
18/03/2026,Expense,Food,Local vendor,2861
19/03/2026,Expense,Home,Uber,2855
19/03/2026,Expense,Clothing,Flipkart,259
22/03/2026,Expense,Groceries,Uber,2535
23/03/2026,Expense,Shopping,Zomato,1082
23/03/2026,Expense,Food,Amazon,2639
24/03/2026,Expense,Food,Amazon,210
27/03/2026,Expense,Entertainment,Local vendor,1390
29/03/2026,Expense,Travel,Electricity board,2595
30/03/2026,Expense,Food,Electricity board,1286
30/03/2026,Expense,Credit card Bill payment,Flipkart,2808
02/04/2026,Income,Salary,,47343
03/04/2026,Expense,Rent,Swiggy,2161
04/04/2026,Expense,Food,Uber,493
06/04/2026,Expense,Home,Ola,432
06/04/2026,Expense,Home,Zomato,990
08/04/2026,Expense,Shopping,Uber,1373
08/04/2026,Expense,Groceries,Swiggy,330
09/04/2026,Expense,Credit card Bill payment,Ola,206
10/04/2026,Expense,Rent,Swiggy,371
12/04/2026,Expense,Credit card Bill payment,Flipkart,2426
15/04/2026,Expense,Travel,Zomato,1456
14/04/2026,Expense,Credit card Bill payment,Zomato,2960
17/04/2026,Expense,Entertainment,Ola,2403
19/04/2026,Expense,Groceries,BigBasket,1344
19/04/2026,Expense,Groceries,Uber,1340
21/04/2026,Expense,Food,Uber,1645
23/04/2026,Expense,Others,Zomato,2334
23/04/2026,Expense,Clothing,Swiggy,273
25/04/2026,Expense,Food,Ola,521
26/04/2026,Expense,Food,Flipkart,2967
27/04/2026,Expense,Shopping,Ola,1792
29/04/2026,Expense,Shopping,,2881
01/05/2026,Expense,Credit card Bill payment,,69
02/05/2026,Expense,Entertainment,Ola,1507
04/05/2026,Expense,Others,Amazon,501
05/05/2026,Expense,Home,Flipkart,800
06/05/2026,Expense,Rent,Local vendor,1320
06/05/2026,Expense,Rent,,999
09/05/2026,Expense,Entertainment,Movie tickets,717
09/05/2026,Expense,Rent,Movie tickets,1744
11/05/2026,Expense,Credit card Bill payment,Ola,698
11/05/2026,Expense,Travel,Flipkart,2939
12/05/2026,Expense,Shopping,,2882
14/05/2026,Expense,Shopping,BigBasket,1476
16/05/2026,Expense,Others,Zomato,923
18/05/2026,Expense,Credit card Bill payment,Local vendor,986
19/05/2026,Income,Refund,,39150
21/05/2026,Expense,Food,Ola,1361
22/05/2026,Expense,Travel,Electricity board,963
23/05/2026,Expense,Groceries,Local vendor,2619
23/05/2026,Expense,Clothing,Movie tickets,117
25/05/2026,Expense,Entertainment,Amazon,1366
26/05/2026,Expense,Clothing,,2031
28/05/2026,Expense,Others,Zomato,2335
29/05/2026,Expense,Clothing,Electricity board,212
31/05/2026,Expense,Shopping,Local vendor,1010
02/06/2026,Expense,Clothing,Swiggy,1329
02/06/2026,Expense,Clothing,Local vendor,2487
03/06/2026,Expense,Food,,200
05/06/2026,Expense,Shopping,Local vendor,2058
05/06/2026,Expense,Groceries,,167
08/06/2026,Expense,Entertainment,Local vendor,885
10/06/2026,Expense,Home,,2672
10/06/2026,Expense,Others,Movie tickets,96
12/06/2026,Expense,Food,BigBasket,2836
14/06/2026,Expense,Food,Uber,1191
15/06/2026,Income,Refund,,45663
15/06/2026,Expense,Entertainment,Amazon,2102
17/06/2026,Expense,Entertainment,Zomato,872
18/06/2026,Expense,Shopping,Uber,865
20/06/2026,Expense,Shopping,Amazon,2669
22/06/2026,Income,Refund,,33424
22/06/2026,Expense,Others,Amazon,1815
25/06/2026,Expense,Food,Amazon,662
25/06/2026,Expense,Entertainment,Flipkart,159
25/06/2026,Expense,Rent,Movie tickets,1473
27/06/2026,Expense,Groceries,Movie tickets,2242
28/06/2026,Expense,Rent,Uber,237
